Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,query,latitude,longitude,school,kindergarten,university,hospital,clinic,supermarket,place_of_worship,bus_station,marketplace
2 - 2 1/2 Storey Terraced,Seberang Perai Tengah,16,TMN BIDARA,LORONG BIDARA 12,January 2024,Freehold,54.00,sq.m,122,sq.m,    ,"RM181,000.00","LORONG BIDARA 12, Seberang Perai Tengah, Malaysia",5.3318194,100.5189519,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Muar,Sungai Raya,TMN BINTANG EMAS - TR2,JLN BINTANG EMAS 3,August 2024,Freehold,143.00,sq.m,90,sq.m,    ,"RM432,000.00","JLN BINTANG EMAS 3, Muar, Malaysia",2.0931521,102.6421052,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Hulu Perak,Gerik,TMN BERINGIN,JALAN BERINGIN 4,April 2024,Freehold,139.00,sq.m,88,sq.m,    ,"RM230,000.00","JALAN BERINGIN 4, Hulu Perak, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kulim,Bandar Kulim,TMN TERATAI/TERATAI INDAH,JLN. TERATAI INDAH 3,February 2024,Freehold,121.00,sq.m,78,sq.m,    ,"RM320,000.00","JLN. TERATAI INDAH 3, Kulim, Malaysia",5.353889,100.5435504,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kuala Muda,Bandar Gurun,TMN MURNI,LRG MURNI 2,January 2024,Freehold,170.01,sq.m,74,sq.m,    ,"RM250,000.00","LRG MURNI 2, Kuala Muda, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Hulu Langat,Bandar Ampang,TMN PANDAN MEWAH,   ,August 2024,Leasehold,71.00,sq.m,-,-,2,"RM95,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,   ,June 2024,Freehold,680.00,sq.m,-,-,38,"RM5,000,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Semi-Detached,Kuantan,Kuala Kuantan,P/LOT 6481&6482(JALAN PELANDUK),LRG AIR PUTEH 80,July 2024,Freehold,311.00,sq.m,180,sq.m,    ,"RM643,000.00","LRG AIR PUTEH 80, Kuantan, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Marang,Bukit Payung,BUKIT PAYONG,OFF K.TRG/K.BERANG,November 2024,Freehold,579.00,sq.m,153,sq.m,    ,"RM590,000.00","OFF K.TRG/K.BERANG, Marang, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Terengganu,Bandar Kuala Terengganu,WISMA TENANG - KT(B)/44-99,   ,October 2024,Freehold,110.00,sq.m,-,-,4,"RM340,000.00","Kuala Terengganu, Malaysia",5.3296461,103.1383265,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Hulu Selangor,Bandar Serendah,AMBER 2 @ BUKIT SENTOSA,AMBER 2 @ BUKIT SENTOSA,June 2024,Freehold,109.00,sq.m,109,sq.m,    ,"RM460,000.00","AMBER 2 @ BUKIT SENTOSA, Hulu Selangor, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuantan,Sungai Karang,TMN ARMANI SG. KARANG FASA 2 (PT25658),LORONG SG KARANG DARAT,December 2024,Freehold,127.00,sq.m,87,sq.m,    ,"RM320,000.00","LORONG SG KARANG DARAT, Kuantan, Malaysia",3.9091818,103.3545384,Yes,No,No,No,No,No,Yes,No,Yes
Low-Cost House,Kuala Pilah,Sri Menanti,RUMAH RAKYAT TANJONG IPOH,TG.IPOH.,July 2024,Leasehold,95.00,sq.m,56,sq.m,    ,"RM160,000.00","TG.IPOH., Kuala Pilah, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kinta,Sungei Raia,TMN PULAI HEIGHTS,JALAN PULAI HEIGHT 6,February 2024,Freehold,153.00,sq.m,182,sq.m,    ,"RM495,000.00","JALAN PULAI HEIGHT 6, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,LUMAYAN APARTMENT,   ,August 2024,Leasehold,77.00,sq.m,-,-,14,"RM330,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kuala Langat,Tanjung 12,"TAMAN MERBAH, OLAK LEMPIT, BANTING",JALAN MK 35,July 2024,Freehold,195.00,sq.m,195,sq.m,    ,"RM381,000.00","JALAN MK 35, Kuala Langat, Malaysia",2.9360212,101.4778415,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
Low-Cost House,Kulai,Kulai,TMN SALENG,JLN SERUNAI 5,September 2024,Freehold,68.00,sq.m,70,sq.m,    ,"RM300,000.00","JLN SERUNAI 5, Kulai, Malaysia",1.6285324,103.6292215,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Port Dickson,Pekan Lukut,BANDAR DATARAN SEGAR,JALAN DS 1/8,April 2024,Freehold,130.00,sq.m,145,sq.m,    ,"RM459,000.00","JALAN DS 1/8, Port Dickson, Malaysia",2.5581316,101.8151349,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Bahagian Kuching,Bahagian Kuching,ROYAL RICHMOND GOLD CONDOMINIUM,   ,March 2024,Leasehold,77.10,sq.m,-,-,14,"RM480,000.00","Bahagian Kuching, Malaysia",1.5328561,110.0454453,No,No,No,No,No,No,Yes,No,No
2 - 2 1/2 Storey Semi-Detached,Johor Bahru,Bandar Johor Bahru,MAJIDEE PARK,JLN GELAM,May 2024,Freehold,307.04,sq.m,155,sq.m,    ,"RM600,000.00","JLN GELAM, Johor Bahru, Malaysia",1.4998688,103.7627301,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Batu Pahat,Simpang Kanan,TMN MUTIARA GADING (TR 277),JLN MUTIARA GADING UTAMA 3/4,October 2024,Freehold,130.00,sq.m,172,sq.m,    ,"RM496,000.00","JLN MUTIARA GADING UTAMA 3/4, Batu Pahat, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Johor Bahru,Pulai,BDR SELESA JAYA,   ,March 2024,Freehold,48.00,sq.m,-,-,4,"RM129,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Kota Bahru,Lundang Paku,KG LUNDANG PAKU,OFF JLN LUNDANG PAKU-KEMUBU,October 2024,Freehold,662.00,sq.m,177,sq.m,    ,"RM410,000.00","OFF JLN LUNDANG PAKU-KEMUBU, Kota Bahru, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Petaling,Pekan Puchong Perdana,PANGSAPURI SERI PELANGI-TASIK PRIMA,   ,June 2024,Leasehold,61.00,sq.m,-,-,6,"RM140,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN IMPIAN EMAS,JLN IMPIAN,February 2024,Freehold,178.00,sq.m,78,sq.m,    ,"RM608,000.00","JLN IMPIAN, Johor Bahru, Malaysia",1.569178,103.6695773,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Tawau,Tawau,TMN RANGGU SAUJANA,JLN RANGGU,February 2024,Leasehold,148.83,sq.m,44,sq.m,    ,"RM220,000.00","JLN RANGGU, Tawau, Malaysia",4.2953968,117.9904506,Yes,No,No,No,No,No,Yes,Yes,Yes
Town House,Hulu Langat,Cheras,MAHKOTA HILLS,   ,January 2024,Leasehold,73.95,sq.m,-,-,3,"RM335,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,HAPPY GARDEN,JLN RIANG 14,May 2024,Freehold,292.54,sq.m,126,sq.m,    ,"RM1,200,000.00","JLN RIANG 14, Kuala Lumpur, Malaysia",3.0839005,101.6797643,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kuantan,Penor,PRIMA KG HIJRAH,PRIMA PAHANG - KAMPUNG HIJRAH,October 2024,Leasehold,260.00,sq.m,93,sq.m,    ,"RM150,000.00","PRIMA PAHANG - KAMPUNG HIJRAH, Kuantan, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Johor Bahru,Pulai,BDR BARU KANGKAR PULAI,   ,May 2024,Freehold,62.00,sq.m,-,-,5,"RM140,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Petaling,Bandar Subang Jaya,SS 18 SUBANG JAYA,"JLN SS 18/4, SUBANG JAYA",May 2024,Freehold,163.50,sq.m,111,sq.m,    ,"RM930,000.00","JLN SS 18/4, SUBANG JAYA, Petaling, Malaysia",3.0678426,101.5841302,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Bahagian Kuching,Bahagian Kuching,MJC-BATU KAWA NEW TOWNSHIP,   ,September 2024,Leasehold,60.00,sq.m,-,-,3,"RM125,000.00","Bahagian Kuching, Malaysia",1.5328561,110.0454453,No,No,No,No,No,No,Yes,No,No
1 - 1 1/2 Storey Terraced,Manjung,Sitiawan,BB SETIA AWAN PERDANA RESIDEN 1,JLN RESIDEN 1/13,March 2024,Freehold,121.00,sq.m,85,sq.m,    ,"RM220,000.00","JLN RESIDEN 1/13, Manjung, Malaysia",4.2174089,100.783557,Yes,No,No,No,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Kuala Nerus,Kuala Nerus,TAMAN PERMINT PERDANA (KT 80-99),KG BATIN- FASA 3,September 2024,Leasehold,263.00,sq.m,167,sq.m,    ,"RM280,000.00","KG BATIN- FASA 3, Kuala Nerus, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuala Pilah,Ulu Muar,TAMAN JEMAPOH INDAH 2,JLN JEMAPOH INDAH,January 2024,Freehold,130.00,sq.m,80,sq.m,    ,"RM265,000.00","JLN JEMAPOH INDAH, Kuala Pilah, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Hilir Perak,Changkat Jong,TMN MAJU FASA 1,TMN MAJU,April 2024,Leasehold,100.00,sq.m,133,sq.m,    ,"RM289,000.00","TMN MAJU, Hilir Perak, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Petaling,Bandar Petaling Jaya,"EHSAN RIA - SEK.12, PJ",   ,March 2024,Leasehold,113.00,sq.m,-,-,15,"RM540,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kota Kinabalu,Kota Kinabalu,TMN ALBION FASA 2,JALAN PULUTAN,May 2024,Leasehold,140.30,sq.m,124,sq.m,    ,"RM610,000.00","JALAN PULUTAN, Kota Kinabalu, Malaysia",6.0228027,116.1535202,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Kota Tinggi,Kota Tinggi,TMN KOTA IMPIAN @ IMPIAN HILLS,TMN KOTA IMPIAN @ IMPIAN HILLS,July 2024,Freehold,163.52,sq.m,181,sq.m,    ,"RM615,000.00","TMN KOTA IMPIAN @ IMPIAN HILLS, Kota Tinggi, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Gombak,Rawang,BANDAR COUNTRY HOMES,JALAN DESA 4/5,December 2024,Freehold,100.00,sq.m,117,sq.m,    ,"RM350,000.00","JALAN DESA 4/5, Gombak, Malaysia",3.3321086,101.5230488,Yes,No,No,No,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Port Dickson,Linggi,TMN DESA PD, JALAN DESA PD 2/5,February 2024,Freehold,130.00,sq.m,67,sq.m,    ,"RM200,000.00","JALAN DESA PD 2/5, Port Dickson, Malaysia",2.4981674,101.8436027,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Low-Cost Flat,Johor Bahru,Bandar Johor Bahru,TMN STULANG LAUT,   ,June 2024,Leasehold,88.00,sq.m,-,-,2,"RM290,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Muar,Bandar,TMN RIA -TR 284,OFF JLN SALLEH. TR:284,July 2024,Freehold,327.02,sq.m,102,sq.m,    ,"RM597,000.00","OFF JLN SALLEH. TR:284, Muar, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Johor Bahru,Bandar Johor Bahru,KAW BUKIT CAGAR/LUMBA KUDA/TMN KURNIA,   ,September 2024,Freehold,148.00,sq.m,-,-,5,"RM850,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Kota Bahru,Pauh,TAMAN DESA RAHMAT,JLAN PANJI -PAUH,July 2024,Freehold,69.00,sq.m,99,sq.m,    ,"RM250,000.00","JLAN PANJI -PAUH, Kota Bahru, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Johor Bahru,Pulai,BDR UDA UTAMA,JLN UDA UTAMA 6/8,July 2024,Freehold,143.00,sq.m,85,sq.m,    ,"RM490,000.00","JLN UDA UTAMA 6/8, Johor Bahru, Malaysia",1.4901528,103.6704463,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Petaling,Bandar Shah Alam,SEK. 20 SHAH ALAM,JALAN CEMPELAI 20/15,May 2024,Leasehold,143.00,sq.m,79,sq.m,    ,"RM410,000.00","JALAN CEMPELAI 20/15, Petaling, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Bagan Datuk,Hutan Melintang,HUTAN MELINTANG RESIDENCE,JALAN SIMPANG EMPAT,May 2024,Freehold,153.00,sq.m,108,sq.m,    ,"RM298,000.00","JALAN SIMPANG EMPAT, Bagan Datuk, Malaysia",3.906053,100.9399314,Yes,No,No,No,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Sepang,Dengkil,TMN PUTRA PRIMA,JLN PP 3/9,November 2024,Freehold,130.00,sq.m,132,sq.m,    ,"RM520,000.00","JLN PP 3/9, Sepang, Malaysia",2.9398069,101.6019508,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
1 - 1 1/2 Storey Semi-Detached,Kinta,Ulu Kinta,TMN LAPANGAN HARMONI,LAPANGAN HARMONI 9,February 2024,Freehold,309.00,sq.m,133,sq.m,    ,"RM483,000.00","LAPANGAN HARMONI 9, Kinta, Malaysia",4.5612482,101.0921832,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Seremban,Bandar Seremban,TAMAN BIDARA,JALAN BIDARA 6,January 2024,Freehold,111.00,sq.m,71,sq.m,    ,"RM227,000.00","JALAN BIDARA 6, Seremban, Malaysia",2.708509,101.9561397,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Cluster House,Kuala Selangor,Ijok,PUNCAK ALAM,LRG LAUTAN SAMUDERA 9/15,March 2024,Leasehold,139.40,sq.m,101,sq.m,    ,"RM400,000.00","LRG LAUTAN SAMUDERA 9/15, Kuala Selangor, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Klang,Kelang,TMN PENDAMAR INDAH 2,   ,April 2024,Freehold,62.00,sq.m,-,-,G,"RM175,000.00","Klang, Malaysia",3.0448394,101.4447363,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kuala Selangor,Ijok,LAMAN HARIS @ ECO GRANDEUR,JLN ECO GRANDEUR 13/1K,November 2024,Leasehold,130.00,sq.m,139,sq.m,    ,"RM500,000.00","JLN ECO GRANDEUR 13/1K, Kuala Selangor, Malaysia",3.2304409,101.442392,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Gombak,Hulu Klang,TAMAN MELAWATI,JLN J6,May 2024,Freehold,78.04,sq.m,108,sq.m,    ,"RM575,000.00","JLN J6, Gombak, Malaysia",3.2122779,101.755747,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Flat,Kuala Lumpur,Kuala Lumpur Town Centre,JALAN KHOO TEIK EE,   ,June 2024,Freehold,108.00,sq.m,-,-,3,"RM400,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Pasir Mas,Apam,KG GUAL KULIM,JALAN GUAL KULIM PL 5066,February 2024,Freehold,520.00,sq.m,87,sq.m,    ,"RM320,000.00","JALAN GUAL KULIM PL 5066, Pasir Mas, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Klang,Kelang,"TMN SENTOSA, KLANG",JLN DATO ABDUL HAMID 25A,May 2024,Freehold,111.00,sq.m,65,sq.m,    ,"RM500,000.00","JLN DATO ABDUL HAMID 25A, Klang, Malaysia",2.9973845,101.4662923,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,DESA KIARA,   ,September 2024,Freehold,128.29,sq.m,-,-,31,"RM475,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kinta,Ipoh Selatan,UPPER EAST CONDO@KELAB GOLF(PL14879S),   ,May 2024,Freehold,108.00,sq.m,-,-,11,"RM540,000.00","Kinta, Malaysia",4.5833333,101.0833333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TMN KERJASAMA,JALAN EMAS 1,March 2024,Freehold,143.00,sq.m,76,sq.m,    ,"RM400,000.00","JALAN EMAS 1, Melaka Tengah, Malaysia",2.24643,102.2722312,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Hulu Langat,Bandar Ampang,TMN PINGGIRAN CHERAS,   ,April 2024,Leasehold,115.00,sq.m,-,-,13,"RM438,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
Condominium/Apartment,Gombak,Bandar Kepong,TAMAN DAYA,   ,August 2024,Leasehold,79.00,sq.m,-,-,4,"RM260,000.00","Gombak, Malaysia",3.3,101.7,Yes,No,No,Yes,No,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Klang,Kelang,"TMN GEMBIRA, TELOK GADONG",JALAN MEMPELAM,November 2024,Freehold,129.04,sq.m,128,sq.m,    ,"RM650,000.00","JALAN MEMPELAM, Klang, Malaysia",3.0304369,101.4283855,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Pendang,Pekan Tokai,TMN SRI JELAI,JLN TOKAI,March 2024,Freehold,242.00,sq.m,138,sq.m,    ,"RM350,000.00","JLN TOKAI, Pendang, Malaysia",6.0298698,100.3990213,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Johor Bahru,Plentong,TMN MEGAH RIA,JLN JELATANG 27,September 2024,Freehold,130.10,sq.m,75,sq.m,    ,"RM435,000.00","JLN JELATANG 27, Johor Bahru, Malaysia",1.4873972,103.8483099,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kota Bahru,Panchor,TAMAN DESA KEMUMIN (2),JLN PDG TEMBAK,June 2024,Freehold,82.00,sq.m,52,sq.m,    ,"RM230,000.00","JLN PDG TEMBAK, Kota Bahru, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Semi-Detached,Kuala Muda,Bandar Aman Jaya,BANDAR AMANJAYA (ZON MELOR),JLN MELOR 5/2A,May 2024,Freehold,211.40,sq.m,189,sq.m,    ,"RM500,000.00","JLN MELOR 5/2A, Kuala Muda, Malaysia",5.6927597,100.5344194,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Jerantut,Pedah,TAMAN IMPIAN PERMAI,LORONG IP2,May 2024,Freehold,130.00,sq.m,74,sq.m,    ,"RM280,000.00","LORONG IP2, Jerantut, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Bahagian Miri,Bahagian Miri,DESA SENADIN PHASE 1,JALAN MAIGOLD,June 2024,Leasehold,264.40,sq.m,57,sq.m,    ,"RM350,000.00","JALAN MAIGOLD, Bahagian Miri, Malaysia",4.4846365,114.0091449,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Hulu Langat,Pekan Kajang,JADE HILLS,JALAN JADE 2/5,June 2024,Freehold,478.80,sq.m,310,sq.m,    ,"RM2,330,000.00","JALAN JADE 2/5, Hulu Langat, Malaysia",2.999307,101.7545539,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Condominium/Apartment,Petaling,Petaling,"CHENGAL,KERUING,CEMPAKA-TMN DESAMINIUM",   ,May 2024,Leasehold,105.90,sq.m,-,-,8,"RM300,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kota Setar,Bandar Alor Setar,TMN KIARA (PEC LOT 2084&2086),JALAN KIARA 4,October 2024,Freehold,196.00,sq.m,93,sq.m,    ,"RM355,000.00","JALAN KIARA 4, Kota Setar, Malaysia",6.1177995,100.3961691,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Manjung,Sitiawan,TMN KASTURI,JALAN KASTURI,October 2024,Freehold,130.00,sq.m,178,sq.m,    ,"RM500,000.00","JALAN KASTURI, Manjung, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Klang,Bandar Kelang,PANGSAPURI BUKIT KUDA,   ,October 2024,Freehold,89.00,sq.m,-,-,1,"RM315,000.00","Klang, Malaysia",3.0448394,101.4447363,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Kulai,Kulai,TMN AMAN,JLN BUNGA TERATAI,April 2024,Freehold,97.00,sq.m,46,sq.m,    ,"RM260,000.00","JLN BUNGA TERATAI, Kulai, Malaysia",1.5912982,103.6441289,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Hulu Langat,Cheras,BDR MAHKOTA CHERAS,JALAN SHAHBANDAR 28/6,December 2024,Freehold,917.90,sq.m,626,sq.m,    ,"RM3,250,000.00","JALAN SHAHBANDAR 28/6, Hulu Langat, Malaysia",3.0571764,101.797418,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Town House,Johor Bahru,Pulai,EAST LEDANG,   ,August 2024,Freehold,266.00,sq.m,-,-,3,"RM1,000,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Semi-Detached,Kinta,Ulu Kinta,TMN WAH KEONG,TMN WAK KEONG,July 2024,Freehold,209.00,sq.m,149,sq.m,    ,"RM308,000.00","TMN WAK KEONG, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KRISTAL COURT,   ,June 2024,Freehold,92.00,sq.m,-,-,5,"RM450,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Town House,Gombak,Bandar Rawang,TAMAN BUKIT RAWANG PUTRA,   ,January 2024,Freehold,111.48,sq.m,-,-,G,"RM380,000.00","Gombak, Malaysia",3.3,101.7,Yes,No,No,Yes,No,No,Yes,Yes,No
1 - 1 1/2 Storey Terraced,Manjung,Sitiawan,TAMAN LEKIR JATI, JALAN KG KOH - LEKIR,January 2024,Freehold,130.00,sq.m,84,sq.m,    ,"RM249,000.00","JALAN KG KOH - LEKIR, Manjung, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Pulai,TMN MUTIARA RINI,JLN BESTARI 63,February 2024,Freehold,143.08,sq.m,108,sq.m,    ,"RM571,000.00","JLN BESTARI 63, Johor Bahru, Malaysia",1.4983114,103.617821,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kampar,Mukim Teja,TAMAN RAIA UTAMA,JLN GOPENG,September 2024,Freehold,130.00,sq.m,85,sq.m,    ,"RM368,000.00","JLN GOPENG, Kampar, Malaysia",4.4672238,101.169063,Yes,Yes,No,No,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Seberang Perai Utara,7,TAMAN BAYU AMAN,LORONG BAYU AMAN 1,June 2024,Freehold,274.00,sq.m,239,sq.m,    ,"RM950,000.00","LORONG BAYU AMAN 1, Seberang Perai Utara, Malaysia",5.4832555,100.3807568,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
Low-Cost House,Marang,Alur Limbat,PARK CHERANG GULING,JLN K. TRG - KUALA BERANG,November 2024,Leasehold,111.00,sq.m,76,sq.m,    ,"RM30,000.00","JLN K. TRG - KUALA BERANG, Marang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Plentong,BDR BARU PERMAS JAYA,JLN PERMAS 16/3,November 2024,Freehold,121.00,sq.m,146,sq.m,    ,"RM650,000.00","JLN PERMAS 16/3, Johor Bahru, Malaysia",1.4905025,103.8208451,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kluang,Kluang,TAMAN SRI KLUANG,JLN 5/5A,October 2024,Freehold,219.00,sq.m,176,sq.m,    ,"RM498,000.00","JLN 5/5A, Kluang, Malaysia",2.104995,103.3928857,Yes,No,No,No,No,No,Yes,No,No
1 - 1 1/2 Storey Terraced,Kinta,Sungei Terap,TAMAN PUSING SAKURA,JALAN PUSING SAKURA,April 2024,Leasehold,195.10,sq.m,74,sq.m,    ,"RM382,000.00","JALAN PUSING SAKURA, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Langkawi,Bandar Kuah,TMN NILAM,JALAN AYER HANGAT,June 2024,Leasehold,165.00,sq.m,118,sq.m,    ,"RM200,000.00","JALAN AYER HANGAT, Langkawi, Malaysia",6.329637,99.8544831,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
